cde_id	source	amp_variable	amp_variable_description	amp_value_set	amp_extended_definition_comments	omop_concept_name	domain	omop_concept_class	omop_value_set	omop_value_as_strings	concept_comment	omop_vocab	datatype	units	omop_concept_id
430	AMP-PD	upd122c_rigidity_up_extrem_lt	UPDRS - Motor Examination: Rigidity Upper Extremity, Left (UPD122C)	0 - 4		Rigidity Upper extremity - left [UPDRS]	Measurement	Clinical Observation	45884086 | 45876873 | 45883241 | 45876872 | 46237628	Absent | Mild to moderate | Marked, but full range of motion easily achieved | Slight or detectable only when activated by mirror or other movements | Severe, range of motion achieved with difficulty	""	LOINC			40768874
431	AMP-PD	upd122d_rigidity_low_extrem_rt	UPDRS - Motor Examination: Rigidity Lower Extremity, Right (UPD122D)	0 - 4		Rigidity Lower extremity - right [UPDRS]	Measurement	Clinical Observation	45884086 | 45876873 | 45883241 | 45876872 | 46237628	Absent | Mild to moderate | Marked, but full range of motion easily achieved | Slight or detectable only when activated by mirror or other movements | Severe, range of motion achieved with difficulty	""	LOINC			40768875
432	AMP-PD	upd122e_rigidity_low_extrem_lt	UPDRS - Motor Examination: Rigidity Lower Extremity, Left (UPD122E)	0 - 4		Rigidity Lower extremity - left [UPDRS]	Measurement	Clinical Observation	45884086 | 45876873 | 45883241 | 45876872 | 46237628	Absent | Mild to moderate | Marked, but full range of motion easily achieved | Slight or detectable only when activated by mirror or other movements | Severe, range of motion achieved with difficulty	""	LOINC			40768876
433	AMP-PD	upd123a_finger_taps_right	UPDRS - Motor Examination: Finger Taps, Right (UPD123A)	0 - 4		Finger taps - right [UPDRS]	Observation	Clinical Observation	46237174 | 45884153 | 46237621 | 46237594 | 46237614	Moderately impaired. Definite and early fatiguing. May have occasional arrests in movement | Normal | Severely impaired. Frequent hesitation in initiating movements or arrests in ongoing movement | Mild slowing and/or reduction in amplitude | Can barely perform the task	""	LOINC			40768384
434	AMP-PD	upd123b_finger_taps_left	UPDRS - Motor Examination: Finger Taps, Left (UPD123B)	0 - 4		Finger taps - left [UPDRS]	Observation	Clinical Observation	46237174 | 45884153 | 46237621 | 46237594 | 46237614	Moderately impaired. Definite and early fatiguing. May have occasional arrests in movement | Normal | Severely impaired. Frequent hesitation in initiating movements or arrests in ongoing movement | Mild slowing and/or reduction in amplitude | Can barely perform the task	""	LOINC			40768385
435	AMP-PD	upd124a_hand_grips_right	UPDRS - Motor Examination: Hand Grips, Right (UPD124A)	0 - 4		Hand movements - right [UPDRS]	Observation	Clinical Observation	46237174 | 45884153 | 46237621 | 46237594 | 46237614	Moderately impaired. Definite and early fatiguing. May have occasional arrests in movement | Normal | Severely impaired. Frequent hesitation in initiating movements or arrests in ongoing movement | Mild slowing and/or reduction in amplitude | Can barely perform the task	""	LOINC			40768386
436	AMP-PD	upd124b_hand_grips_left	UPDRS - Motor Examination: Hand Grips, Left (UPD124B)	0 - 4		Hand movements - left [UPDRS]	Observation	Clinical Observation	46237174 | 45884153 | 46237621 | 46237594 | 46237614	Moderately impaired. Definite and early fatiguing. May have occasional arrests in movement | Normal | Severely impaired. Frequent hesitation in initiating movements or arrests in ongoing movement | Mild slowing and/or reduction in amplitude | Can barely perform the task	""	LOINC			40768387
437	AMP-PD	upd125a_hand_pronate_supinate_rt	UPDRS - Motor Examination: Hand Pronate/Supinate, Right (UPD125A)	0 - 4		Hand movements - right [UPDRS]	Observation	Clinical Observation	46237174 | 45884153 | 46237621 | 46237594 | 46237614	Moderately impaired. Definite and early fatiguing. May have occasional arrests in movement | Normal | Severely impaired. Frequent hesitation in initiating movements or arrests in ongoing movement | Mild slowing and/or reduction in amplitude | Can barely perform the task	""	LOINC			40768386
438	AMP-PD	upd125b_hand_pronate_supinate_lt	UPDRS - Motor Examination: Hand Pronate/Supinate, Left (UPD125B)	0 - 4		Hand movements - left [UPDRS]	Observation	Clinical Observation	46237174 | 45884153 | 46237621 | 46237594 | 46237614	Moderately impaired. Definite and early fatiguing. May have occasional arrests in movement | Normal | Severely impaired. Frequent hesitation in initiating movements or arrests in ongoing movement | Mild slowing and/or reduction in amplitude | Can barely perform the task	""	LOINC			40768387
439	AMP-PD	upd126a_leg_agility_rt	UPDRS - Motor Examination: Leg Agility, Right (UPD126A)	0 - 4		Leg agility - right [UPDRS]	Observation	Clinical Observation	46237174 | 45884153 | 46237621 | 46237594 | 46237614	Moderately impaired. Definite and early fatiguing. May have occasional arrests in movement | Normal | Severely impaired. Frequent hesitation in initiating movements or arrests in ongoing movement | Mild slowing and/or reduction in amplitude | Can barely perform the task	""	LOINC			40768390
440	AMP-PD	upd126b_leg_agility_lt	UPDRS - Motor Examination: Leg Agility, Left (UPD126B)	0 - 4		Leg agility - left [UPDRS]	Observation	Clinical Observation	46237174 | 45884153 | 46237621 | 46237594 | 46237614	Moderately impaired. Definite and early fatiguing. May have occasional arrests in movement | Normal | Severely impaired. Frequent hesitation in initiating movements or arrests in ongoing movement | Mild slowing and/or reduction in amplitude | Can barely perform the task	""	LOINC			40768391
441	AMP-PD	upd127_arising_from_chair	UPDRS - Motor Examination: Arising from Chair (UPD127)	0 - 4		Arising from chair [UPDRS]	Observation	Clinical Observation	46237176 | 45884153 | 46237175 | 46237179 | 45877112	Tends to fall back and may have to try more than one time, but can get up without help | Normal | Pushes self up from arms of seat | Slow; or may need more than one attempt | Unable to arise without help	""	LOINC			40768392
442	AMP-PD	upd128_posture	UPDRS - Motor Examination: Posture (UPD128)	0 - 4		Posture [UPDRS]	Observation	Clinical Observation	46237615 | 45881724 | 46237180 | 45884630 | 46237623	Moderately stooped posture, definitely abnormal; can be slightly leaning to one side | Marked flexion with extreme abnormality of posture | Severely stooped posture with kyphosis; can be moderately leaning to one side | Normal erect | Not quite erect, slightly stooped posture; could be normal for older person	""	LOINC			40768393
443	AMP-PD	upd129_gait	UPDRS - Motor Examination: Gait (UPD129)	0 - 4		Gait - parkinsons [UPDRS]	Observation	Clinical Observation	46237616 | 46237173 | 46237624 | 45884153 | 46237177	Walks with difficulty, but requires little or no assistance; may have some festination, short steps, or propulsion | Cannot walk at all, even with assistance | Severe disturbance of gait, requiring assistance | Normal | Walks slowly, may shuffle with short steps, but no festination hastening steps or propulsion	""	LOINC			40768394
444	AMP-PD	upd130_postural_stability	UPDRS - Motor Examination: Postural Stability (UPD130)	0 - 4		Postural stability - retropulsion test [UPDRS]	Observation	Clinical Observation	46237181 | 46237595 | 46237622 | 45884153 | 46237611	Unable to stand without assistance | Very unstable, tends to lose balance spontaneously | Absence of postural response; would fall if not caught by examiner | Normal | Retropulsion, but recovers unaided	""	LOINC			40768395
445	AMP-PD	upd131_body_bradykinesia	UPDRS - Motor Examination: Body Bradykinesia and Hypokinesia (UPD131)	0 - 4		Body bradykinesia - hypokinesia [UPDRS]	Observation	Clinical Observation	46237625 | 46237626 | 46237617 | 45878582 | 46237612	Minimal slowness, giving movement a deliberate character; could be normal for some persons. Possibly reduced amplitude | Mild degree of slowness and poverty of movement which is definitely abnormal. Alternatively, some reduced amplitude | Moderate slowness, poverty or small amplitude of movement | None | Marked slowness, poverty or small amplitude of movement	""	LOINC			40768499
446	AMP-PD	upd132_dyskinesias_duration	UPDRS - Complications of Therapy: Dyskinesias - Duration (UPD132)	0 - 4		Dyskinesia duration per day in the past week [UPDRS]	Observation	Clinical Observation	46237819 | 46237820 | 45878582 | 46237865 | 46237982	1-25% of day | 51-75% of day | None | 76-100% of day | 26-50% of day	""	LOINC			46236393
447	AMP-PD	upd133_dyskinesias_disability	UPDRS - Complications of Therapy: Dyskinesias - Disability (UPD133)	0 - 4		Dyskinesia disability in the past week [UPDRS]	Observation	Clinical Observation	46237822 | 46238059 | 46237821 | 46237425 | 46238166	Completely disabled | Moderately disabling | Severely disabling | Mildly disabling | Not disabling	""	LOINC			46236394
448	AMP-PD	upd134_dyskinesias_painful	UPDRS - Complications of Therapy: Dyskinesias - Painful Dyskinesias (UPD134)	0 - 4		Dyskinesia pain in the past week [UPDRS]	Observation	Clinical Observation	46237456 | 45877983 | 46237866 | 45883536 | 45880586	Marked | Moderate | No painful dyskinesias | Severe | Slight	""	LOINC			46236395
449	AMP-PD	upd135_dyskinesias_dystonia	UPDRS - Complications of Therapy: Dyskinesias - Presence of Early Morning Dystonia (UPD135)	0 - 1		Early morning dystonia in the past week [UPDRS]	Observation	Clinical Observation	45878245 | 45877994	No | Yes	""	LOINC			46236396
450	AMP-PD	upd136_off_periods_predictable	UPDRS - Complications of Therapy: Clinical Fluctuations - Off Periods Predictable (UPD136)	0 - 1		Predictable off period indicator in the past week [UPDRS]	Observation	Clinical Observation	45878245 | 45877994	No | Yes	""	LOINC			46236397
451	AMP-PD	upd137_off_periods_unpredictable	UPDRS - Complications of Therapy: Clinical Fluctuations - Off Periods Unpredictable (UPD137)	0 - 1		Unpredictable off period indicator in the past week [UPDRS]	Observation	Clinical Observation	45878245 | 45877994	No | Yes	""	LOINC			46236398
452	AMP-PD	upd138_off_periods_sudden	UPDRS - Complications of Therapy: Clinical Fluctuations - Off Periods Sudden (UPD138)	0 - 1		Sudden off period indicator in the past week [UPDRS]	Observation	Clinical Observation	45878245 | 45877994	No | Yes	""	LOINC			46236399
453	AMP-PD	upd139_clin_fluctu_off_periods	UPDRS - Complications of Therapy: Clinical Fluctuations - Average Off Periods Per Day (UPD139)	0 - 4		Average proportion of waking day the patient is off in the past week [UPDRS]	Observation	Clinical Observation	46237819 | 46237820 | 45878582 | 46237865 | 46237982	1-25% of day | 51-75% of day | None | 76-100% of day | 26-50% of day	""	LOINC			46236400
454	AMP-PD	upd140_anorexia_nausea_vomit	UPDRS - Complications of Therapy: Other Complications - Anorexia, Nausea, or Vomiting (UPD140)	0 - 1		Patient has anorexia, nausea or vomiting in the past week [UPDRS]	Observation	Clinical Observation	45878245 | 45877994	No | Yes	""	LOINC			46236401
455	AMP-PD	upd141_sleep_disturbances	UPDRS - Complications of Therapy: Other Complications - Sleep Disturbances (UPD141)	0 - 1		Sleep disturbances indicator in the past week [UPDRS]	Observation	Clinical Observation	45878245 | 45877994	No | Yes	""	LOINC			46236402
456	AMP-PD	upd142_symptomatic_orthostasis	UPDRS - Complications of Therapy: Other Complications - Symptomatic Orthostasis (UPD142)	0 - 1		Orthostatic hypotension | Symptomatic	Condition | Meas Value	Disorder | Qualifier Value			""	(composite)			319041|4142947
457	AMP-PD	upd143_mod_hoehn_and_yahr_stage	UPDRS - Modified Hoehn and Yahr Staging (UPD143)	0 - 5		Modified Hoen and Yahr stage [UPDRS]	Observation	Clinical Observation	46237823 | 46237984 | 46238167 | 46237983 | 46237867 | 46237426 | 46237457 | 46237985	Bilateral disease, without impairment of balance | Mild to moderate bilateral disease; some postural instability; physically independent | Severe disability; still able to walk or stand unassisted | Unilateral plus axial involvement | Mild bilateral disease, with recovery on pull test | No signs of disease | Unilateral disease | Wheelchair bound or bedridden unless aided	""	LOINC			46236404
458	AMP-PD	upd2101_cognitive_impairment	1.01 MDS-UPDRS - Cognitive Impairment (UPD2101)	Normal | Slight | Mild | Moderate | Severe		Intellectual impairment scale [UPDRS]	Measurement	Clinical Observation	46237859 | 46237417 | 45878582 | 46237369 | 46238049	Moderate memory loss, with disorientation and moderate difficulty handling complex problems, Mild but definite impairment of function at home with need of occasional prompting | Mild. Consistent forgetfulness with partial recollection of events and no other difficulties | None | Severe memory loss with orientation preserved to person only. Unable to make judgments or solve problems. Requires much help with personal care. Cannot be left alone at all | Severe memory loss with disorientation for time and often to place. Severe impairment in handling problems	""	LOINC			46236376
459	AMP-PD	upd2102_hallucinations_and_psychosis	1.02 MDS-UPDRS - Hallucinations and Psychosis (UPD2102)	Normal | Slight | Mild | Moderate | Severe		Thought disorder scale [UPDRS]	Measurement	Clinical Observation	46237418 | 46238155 | 45878582 | 46238050 | 46237814	Benign hallucinations with insight retained | Vivid dreaming | None | Persistent hallucinations, delusions, or florrid psychosis. Not able to care for self | Occasional to frequent hallucinations or delusions; without insight; could interfere with daily activities	""	LOINC			46236377
460	AMP-PD	upd2103_depressed_mood	1.03 MDS-UPDRS - Depressed Mood (UPD2103)	Normal | Slight | Mild | Moderate | Severe		Depression scale [UPDRS]	Measurement	Clinical Observation	46238156 | 46237451 | 45878582 | 46237452 | 46238157	Sustained depression 1 week or more | Periods of sadness or guilt greater than normal, never sustained for days or weeks | None | Sustained depression with vegetative symptoms and suicidal thoughts or intent | Sustained depression with vegetative symptoms insomnia, anorexia, weight loss, loss of interest	""	LOINC			46236378
461	AMP-PD	upd2104_anxious_mood	1.04 MDS-UPDRS - Anxious Mood (UPD2104)	Normal | Slight | Mild | Moderate | Severe		UPD2-Anxious Mood	Observation	Observable Entity			""	CDISC			37543244
462	AMP-PD	upd2105_apathy	1.05 MDS-UPDRS - Apathy (UPD2105)	Normal | Slight | Mild | Moderate | Severe		Motivation or initiative scale [UPDRS]	Measurement	Clinical Observation	46238051 | 46237419 | 45884153 | 46238158 | 46237370	Withdrawn, complete loss of motivation | Loss of initiative or disinterest in day to day routine activities | Normal | Less assertive than usual; more passive | Loss of initiative or disinterest in elective nonroutine activities	""	LOINC			46236379
463	AMP-PD	upd2106_dopamine_dysregulation_syndrome_features	1.06 MDS-UPDRS - Features of Dopamine Dysregulation Syndrome (UPD2106)	Normal | Slight | Mild | Moderate | Severe		UPD2-Ftrs Dopa Dysregulation Synd	Observation	Observable Entity			""	CDISC			37526631
464	AMP-PD	upd2107_pat_quest_sleep_problems	1.07 MDS-UPDRS - Sleep Problems (UPD2107)	Normal | Slight | Mild | Moderate | Severe		Sleep disturbances indicator in the past week [UPDRS]	Observation	Clinical Observation	45878245 | 45877994	No | Yes	""	LOINC			46236402
465	AMP-PD	upd2108_pat_quest_daytime_sleepiness	1.08 MDS-UPDRS - Daytime Sleepiness (UPD2108)	Normal | Slight | Mild | Moderate | Severe		Sleep disturbances indicator in the past week [UPDRS]	Observation	Clinical Observation	45878245 | 45877994	No | Yes	""	LOINC			46236402
466	AMP-PD	upd2109_pat_quest_pain_and_other_sensations	1.09 MDS-UPDRS - Pain And Other Sensations (UPD2109)	Normal | Slight | Mild | Moderate | Severe		Sensory complaints related to parkinsonism scale [UPDRS]	Measurement	Clinical Observation	46237373 | 46237455 | 46237424 | 46238058 | 45878582	Frequent painful sensations | Occasionally has numbness, tingling, or mild aching | Excruciating pain | Frequently has numbness, tingling, or aching; not distressing | None	""	LOINC			46236392
467	AMP-PD	upd2110_pat_quest_urinary_problems	1.10 MDS-UPDRS - Urinary Problems (UPD2110)	Normal | Slight | Mild | Moderate | Severe		UPD2-Urinary Problems	Observation	Observable Entity	Mildly affected. No difficulty being understood. | Moderately affected. Sometimes asked to repeat statements. | Normal | Severely affected. Frequently asked to repeat statements. | Unintelligible most of the time.		""	CDISC			37527310
468	AMP-PD	upd2111_pat_quest_constipation_problems	1.11 MDS-UPDRS - Constipation Problems (UPD2111)	Normal | Slight | Mild | Moderate | Severe		UPD2-Constipation Problems	Observation	Observable Entity	Mildly affected. No difficulty being understood. | Moderately affected. Sometimes asked to repeat statements. | Normal | Severely affected. Frequently asked to repeat statements. | Unintelligible most of the time.		""	CDISC			37533080
469	AMP-PD	upd2112_pat_quest_lightheadedness_on_standing	1.12 MDS-UPDRS - Lightheadedness on Standing (UPD2112)	Normal | Slight | Mild | Moderate | Severe		Lightheadedness | Standing Position	Observation | Spec Anatomic Site	Clinical Finding | Main Heading			""	(composite)			4297376|958783
470	AMP-PD	upd2113_pat_quest_fatigue	1.13 MDS-UPDRS - Fatigue (UPD2113)	Normal | Slight | Mild | Moderate | Severe		UPD2-Fatigue	Observation	Observable Entity	Mildly affected. No difficulty being understood. | Moderately affected. Sometimes asked to repeat statements. | Normal | Severely affected. Frequently asked to repeat statements. | Unintelligible most of the time.		""	CDISC			37535976
471	AMP-PD	upd2201_speech	2.01 MDS-UPDRS - Speech (UPD2201)	Normal | Slight | Mild | Moderate | Severe		Speech [UPDRS]	Observation	Clinical Observation	45877135 | 45882621 | 45881765 | 45884153 | 45878905	Monotone, slurred but understandable; moderately impaired | Unintelligible | Marked impairment, difficult to understand | Normal | Slight loss of expression, diction, and/or volume	""	LOINC			40768722
472	AMP-PD	upd2202_saliva_and_drooling	2.02 MDS-UPDRS - Saliva And Drooling (UPD2202)	Normal | Slight | Mild | Moderate | Severe		Salivation scale [UPDRS]	Measurement	Clinical Observation	46237815 | 45884153 | 46237977 | 46237860 | 46238052	Marked drooling, requires constant tissue or handkerchief | Normal | Moderately excessive saliva; may have minimal drooling | Slight but definite excess of saliva in mouth; may have nighttime drooling | Marked excess of saliva with some drooling	""	LOINC			46236381
473	AMP-PD	upd2203_chewing_and_swallowing	2.03 MDS-UPDRS - Chewing And Swallowing (UPD2203)	Normal | Slight | Mild | Moderate | Severe		Swallowing scale [UPDRS]	Measurement	Clinical Observation	46237371 | 45884153 | 46237978 | 46238053 | 46237816	Occasional choking | Normal | Requires soft food | Rare choking | Requires NG tube or gastrostomy feeding	""	LOINC			46236382
474	AMP-PD	upd2204_eating_tasks	2.04 MDS-UPDRS - Eating Tasks (UPD2204)	Normal | Slight | Mild | Moderate | Severe		UPD2-Eating Tasks	Observation	Observable Entity	Normal | Occasional choking | Rare choking | Requires NG tube or gastrostomy feeding | Requires soft food		""	CDISC			37533563
475	AMP-PD	upd2205_dressing	2.05 MDS-UPDRS - Dressing (UPD2205)	Normal | Slight | Mild | Moderate | Severe		Dressing scale [UPDRS]	Measurement	Clinical Observation	46238159 | 46237420 | 46238057 | 46238056 | 45884153	Helpless | Somewhat slow, but no help needed | Considerable help required, but can do some things alone | Occasional assistance with buttoning, getting arms in sleeves | Normal	""	LOINC			46236385
476	AMP-PD	upd2206_hygiene	2.06 MDS-UPDRS - Hygiene (UPD2206)	Normal | Slight | Mild | Moderate | Severe		Hygiene scale [UPDRS]	Measurement	Clinical Observation	46237420 | 46238160 | 45884153 | 46238161 | 46238162	Somewhat slow, but no help needed | Needs help to shower or bathe; or very slow in hygienic care | Normal | Requires assistance for washing, brushing teeth, combing hair, going to bathroom | Foley catheter or other mechanical aids	""	LOINC			46236386
477	AMP-PD	upd2207_handwriting	2.07 MDS-UPDRS - Handwriting (UPD2207)	Normal | Slight | Mild | Moderate | Severe		Handwriting scale [UPDRS]	Measurement	Clinical Observation	46237979 | 45884153 | 46237453 | 46237980 | 46237861	Slightly slow or small | Normal | The majority of words are not legible | Moderately slow or small; all words are legible | Severely affected; not all words are legible	""	LOINC			46236383
478	AMP-PD	upd2208_doing_hobbies_and_other_activities	2.08 MDS-UPDRS - Doing Hobbies And Other Activities (UPD2208)	Normal | Slight | Mild | Moderate | Severe		UPD2-Doing Hobbies/Other Activities	Observation	Observable Entity			""	CDISC			37535672
479	AMP-PD	upd2209_turning_in_bed	2.09 MDS-UPDRS - Turning In Bed (UPD2209)	Normal | Slight | Mild | Moderate | Severe		Turning in bed and adjusting bed clothes scale [UPDRS]	Measurement	Clinical Observation	46238159 | 46237421 | 45884153 | 46237422 | 46238054	Helpless | Can turn alone or adjust sheets, but with great difficulty | Normal | Can initiate, but not turn or adjust sheets alone | Somewhat slow and clumsy, but no help needed	""	LOINC			46236387
480	AMP-PD	upd2210_tremor	2.10 MDS-UPDRS - Tremor (UPD2210)	Normal | Slight | Mild | Moderate | Severe		Tremor scale [UPDRS]	Measurement	Clinical Observation	46238165 | 45884086 | 46237864 | 46237818 | 46237618	Marked; interferes with most activities | Absent | Moderate; bothersome to patient | Severe; interferes with many activities | Slight and infrequently present	""	LOINC			46236391
481	AMP-PD	upd2211_get_out_of_bed_car_or_deep_chair	2.11 MDS-UPDRS - Get Out Of Bed, Car, Or Deep Chair (UPD2211)	Normal | Slight | Mild | Moderate | Severe		UPD2-Get Out of Bed/Car/Deep Chair	Observation	Observable Entity	Can initiate, but not turn or adjust sheets alone | Can turn alone or adjust sheets, but with great difficulty | Helpless | Normal | Somewhat slow and clumsy, but no help needed		""	CDISC			37531553
482	AMP-PD	upd2212_walking_and_balance	2.12 MDS-UPDRS - Walking And Balance (UPD2212)	Normal | Slight | Mild | Moderate | Severe		Walking scale [UPDRS]	Measurement	Clinical Observation	46237423 | 46238164 | 46237173 | 45884153 | 46237817	Mild difficulty. May not swing arms or may tend to drag leg | Severe disturbance of walking, requiring assistance | Cannot walk at all, even with assistance | Normal | Moderate difficulty, but requires little or no assistance	""	LOINC			46236390
483	AMP-PD	upd2213_freezing	2.13 MDS-UPDRS - Freezing (UPD2213)	Normal | Slight | Mild | Moderate | Severe		Walking freeze scale [UPDRS]	Measurement	Clinical Observation	46237454 | 46237863 | 46237981 | 46238163 | 45878582	Rare freezing when walking; may have start hesitation | Frequent freezing. Occasionally falls from freezing | Occasional freezing when walking | Frequent falls from freezing | None	""	LOINC			46236389
484	AMP-PD	upd2301_speech_problems	3.01 MDS-UPDRS - Speech Problems (UPD2301)	Normal | Slight | Mild | Moderate | Severe		Speech [UPDRS]	Observation	Clinical Observation	45877135 | 45882621 | 45881765 | 45884153 | 45878905	Monotone, slurred but understandable; moderately impaired | Unintelligible | Marked impairment, difficult to understand | Normal | Slight loss of expression, diction, and/or volume	""	LOINC			40768722
485	AMP-PD	upd2302_facial_expression	3.02 MDS-UPDRS - Facial Expression (UPD2302)	Normal | Slight | Mild | Moderate | Severe		Facial expression [UPDRS]	Observation	Clinical Observation	45882622 | 45881768 | 45881767 | 45884153 | 45881766	"Masked or fixed faces with severe or complete loss of facial expression; lips parted one fourth inch or more | Moderate hypomimia; lips parted some of time | Slight but definitely abnormal diminution of facial expression | Normal | Minimal hypomimia, could be normal ""Poker Face"""	""	LOINC			40768723
486	AMP-PD	upd2303a_rigidity_neck	3.03a MDS-UPDRS - Rigidity Neck (UPD2303A)	Normal | Slight | Mild | Moderate | Severe		Rigidity Neck [UPDRS]	Measurement	Clinical Observation	45884086 | 45876873 | 45883241 | 45876872 | 46237628	Absent | Mild to moderate | Marked, but full range of motion easily achieved | Slight or detectable only when activated by mirror or other movements | Severe, range of motion achieved with difficulty	""	LOINC			40768721
487	AMP-PD	upd2303b_rigidity_rt_upper_extremity	3.03b MDS-UPDRS - Rigidity Right Upper Extremity (UPD2303B)	Normal | Slight | Mild | Moderate | Severe		Rigidity Upper extremity - right [UPDRS]	Measurement	Clinical Observation	45884086 | 45876873 | 45883241 | 45876872 | 46237628	Absent | Mild to moderate | Marked, but full range of motion easily achieved | Slight or detectable only when activated by mirror or other movements | Severe, range of motion achieved with difficulty	""	LOINC			40768873
488	AMP-PD	upd2303c_rigidity_left_upper_extremity	3.03c MDS-UPDRS - Rigidity Left Upper Extremity (UPD2303C)	Normal | Slight | Mild | Moderate | Severe		Rigidity Upper extremity - left [UPDRS]	Measurement	Clinical Observation	45884086 | 45876873 | 45883241 | 45876872 | 46237628	Absent | Mild to moderate | Marked, but full range of motion easily achieved | Slight or detectable only when activated by mirror or other movements | Severe, range of motion achieved with difficulty	""	LOINC			40768874
489	AMP-PD	upd2303d_rigidity_rt_lower_extremity	3.03e MDS-UPDRS - Rigidity Left Lower Extremity	Normal | Slight | Mild | Moderate | Severe		Rigidity Lower extremity - right [UPDRS]	Measurement	Clinical Observation	45884086 | 45876873 | 45883241 | 45876872 | 46237628	Absent | Mild to moderate | Marked, but full range of motion easily achieved | Slight or detectable only when activated by mirror or other movements | Severe, range of motion achieved with difficulty	""	LOINC			40768875
490	AMP-PD	upd2303e_rigidity_left_lower_extremity	3.03e MDS-UPDRS - Rigidity Left Lower Extremity (UPD2303E)	Normal | Slight | Mild | Moderate | Severe		Rigidity Lower extremity - left [UPDRS]	Measurement	Clinical Observation	45884086 | 45876873 | 45883241 | 45876872 | 46237628	Absent | Mild to moderate | Marked, but full range of motion easily achieved | Slight or detectable only when activated by mirror or other movements | Severe, range of motion achieved with difficulty	""	LOINC			40768876
491	AMP-PD	upd2304a_right_finger_tapping	3.04a MDS-UPDRS - Right Finger Tapping (UPD2304A)	Normal | Slight | Mild | Moderate | Severe		Finger taps - right [UPDRS]	Observation	Clinical Observation	46237174 | 45884153 | 46237621 | 46237594 | 46237614	Moderately impaired. Definite and early fatiguing. May have occasional arrests in movement | Normal | Severely impaired. Frequent hesitation in initiating movements or arrests in ongoing movement | Mild slowing and/or reduction in amplitude | Can barely perform the task	""	LOINC			40768384
492	AMP-PD	upd2304b_left_finger_tapping	3.04b MDS-UPDRS - Left Finger Tapping (UPD2304B)	Normal | Slight | Mild | Moderate | Severe		Finger taps - left [UPDRS]	Observation	Clinical Observation	46237174 | 45884153 | 46237621 | 46237594 | 46237614	Moderately impaired. Definite and early fatiguing. May have occasional arrests in movement | Normal | Severely impaired. Frequent hesitation in initiating movements or arrests in ongoing movement | Mild slowing and/or reduction in amplitude | Can barely perform the task	""	LOINC			40768385
493	AMP-PD	upd2305a_right_hand_movements	3.05a MDS-UPDRS - Right Hand Movements (UPD2305A)	Normal | Slight | Mild | Moderate | Severe		Hand movements - right [UPDRS]	Observation	Clinical Observation	46237174 | 45884153 | 46237621 | 46237594 | 46237614	Moderately impaired. Definite and early fatiguing. May have occasional arrests in movement | Normal | Severely impaired. Frequent hesitation in initiating movements or arrests in ongoing movement | Mild slowing and/or reduction in amplitude | Can barely perform the task	""	LOINC			40768386
494	AMP-PD	upd2305b_left_hand_movements	3.05b MDS-UPDRS - Left Hand Movements (UPD2305B)	Normal | Slight | Mild | Moderate | Severe		Hand movements - left [UPDRS]	Observation	Clinical Observation	46237174 | 45884153 | 46237621 | 46237594 | 46237614	Moderately impaired. Definite and early fatiguing. May have occasional arrests in movement | Normal | Severely impaired. Frequent hesitation in initiating movements or arrests in ongoing movement | Mild slowing and/or reduction in amplitude | Can barely perform the task	""	LOINC			40768387
495	AMP-PD	upd2306a_pron_sup_movement_right_hand	3.06a MDS-UPDRS - Pronanation-Supination Movement Of Right Hand (UPD2306A)	Normal | Slight | Mild | Moderate | Severe		Hand movements - right [UPDRS]	Observation	Clinical Observation	46237174 | 45884153 | 46237621 | 46237594 | 46237614	Moderately impaired. Definite and early fatiguing. May have occasional arrests in movement | Normal | Severely impaired. Frequent hesitation in initiating movements or arrests in ongoing movement | Mild slowing and/or reduction in amplitude | Can barely perform the task	""	LOINC			40768386
496	AMP-PD	upd2306b_pron_sup_movement_left_hand	3.06b MDS-UPDRS - Pronanation-Supination Movement Of Left Hand (UPD2306B)	Normal | Slight | Mild | Moderate | Severe		Hand movements - left [UPDRS]	Observation	Clinical Observation	46237174 | 45884153 | 46237621 | 46237594 | 46237614	Moderately impaired. Definite and early fatiguing. May have occasional arrests in movement | Normal | Severely impaired. Frequent hesitation in initiating movements or arrests in ongoing movement | Mild slowing and/or reduction in amplitude | Can barely perform the task	""	LOINC			40768387
497	AMP-PD	upd2307a_right_toe_tapping	3.07a MDS-UPDRS - Right Toe Tapping (UPD2307A)	Normal | Slight | Mild | Moderate | Severe		UPD2-Right Toe Tapping	Observation	Observable Entity			""	CDISC			37533961
498	AMP-PD	upd2307b_left_toe_tapping	3.07b MDS-UPDRS - Left Toe Tapping (UPD2307B)	Normal | Slight | Mild | Moderate | Severe		UPD2-Left Toe Tapping	Observation	Observable Entity			""	CDISC			37537147
499	AMP-PD	upd2308a_right_leg_agility	3.08a MDS-UPDRS - Right Leg Agility (UPD2308A)	Normal | Slight | Mild | Moderate | Severe		Leg agility - right [UPDRS]	Observation	Clinical Observation	46237174 | 45884153 | 46237621 | 46237594 | 46237614	Moderately impaired. Definite and early fatiguing. May have occasional arrests in movement | Normal | Severely impaired. Frequent hesitation in initiating movements or arrests in ongoing movement | Mild slowing and/or reduction in amplitude | Can barely perform the task	""	LOINC			40768390
